         9752559 function calls (9703528 primitive calls) in 40.129 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.001    0.000    0.002    0.000 C:\Python38\lib\subprocess.py:521(list2cmdline)
    10462    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
     7079    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_encode}
      115    0.001    0.000    0.001    0.000 {built-in method GetBool}
      160    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\importers.py:21(<dictcomp>)
     1327    0.001    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
      832    0.001    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:5763(_strip_subplot_suffix_of_1)
  436/430    0.001    0.000    0.216    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:159(_check_path_in_prop_tree)
       20    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\linalg\linalg.py:306(solve)
        6    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\scipy\linalg\lapack.py:979(_compute_lwork)
  362/361    0.001    0.000    0.009    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\series.py:342(__init__)
       46    0.001    0.000    0.001    0.000 {method 'addObject' of 'App.GroupExtension' objects}
      170    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1578(<setcomp>)
     8065    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
  993/833    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     1724    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
     1818    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:151(__exit__)
     6690    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\theeng\core\problem.py:268(<genexpr>)
       69    0.001    0.000    0.256    0.004 C:\Python38\lib\subprocess.py:736(__init__)
      200    0.001    0.000    0.100    0.001 c:\Virtual_Environments\theeng\lib\site-packages\theeng\core\optimizer.py:135(_evaluate)
       81    0.001    0.000    0.002    0.000 {pandas._libs.lib.maybe_convert_objects}
      781    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
     8065    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      406    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\generic.py:259(__init__)
       69    0.001    0.000    0.001    0.000 {method 'set' of 'Spreadsheet.Sheet' objects}
     8036    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:4611(parent)
     1556    0.001    0.000    0.020    0.000 <frozen importlib._bootstrap>:376(cached)
     3238    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     1340    0.001    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\_array_api.py:90(get_namespace)
       20    0.001    0.000    0.067    0.003 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\algorithms\moo\nsga3.py:131(_do)
       23    0.001    0.000    0.004    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femtools\ccxtools.py:72(__init__)
       23    0.001    0.000    0.001    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femmesh\meshtools.py:1598(get_ref_shape_node_sum_geom_table)
     4632    0.001    0.000    0.001    0.000 {method 'cross' of 'Base.Vector' objects}
     1026    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      138    0.001    0.000    0.044    0.000 C:\Python38\lib\threading.py:540(wait)
       23    0.001    0.000    0.004    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\feminout\importCcxDatResults.py:82(readResult)
        4    0.001    0.000    0.001    0.000 {built-in method nt.open}
     2060    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     2535    0.001    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\individual.py:227(set)
       23    0.001    0.000    1.072    0.047 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\calculix\writer.py:133(write_solver_input)
      224    0.001    0.000    0.020    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\algorithms.py:593(factorize)
        1    0.001    0.001    0.001    0.001 {pandas._libs.algos.nancorr}
      775    0.001    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
      200    0.001    0.000    0.087    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\pipeline.py:449(predict)
        3    0.001    0.000    0.035    0.012 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\frame.py:6684(duplicated)
      681    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\generic.py:5904(__setattr__)
     5680    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     6280    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
     5196    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
      775    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
     5965    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        3    0.001    0.000    0.262    0.087 c:\Virtual_Environments\theeng\lib\site-packages\plotly\io\_html.py:27(to_html)
      575    0.001    0.000    0.001    0.000 {built-in method __FreeCADConsole__.PrintLog}
     1088    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
      141    0.001    0.000    0.001    0.000 C:\Python38\lib\threading.py:222(__init__)
  607/589    0.001    0.000    0.170    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:5819(__getitem__)
       97    0.001    0.000    0.001    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       69    0.001    0.000    0.004    0.000 C:\Python38\lib\subprocess.py:1101(_close_pipe_fds)
     3853    0.001    0.000    0.001    0.000 {method 'setter' of 'property' objects}
      110    0.001    0.000    0.001    0.000 {method 'permutation' of 'numpy.random.mtrand.RandomState' objects}
     2457    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\_config.py:22(_get_threadlocal_config)
     2425    0.001    0.000    0.005    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\individual.py:112(CV)
        6    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
      542    0.001    0.000    0.014    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:93(_split_and_chomp)
     1598    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
     2571    0.001    0.000    0.004    0.000 C:\Python38\lib\abc.py:96(__instancecheck__)
  434/422    0.001    0.000    0.070    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\_set_output.py:140(wrapped)
    63/21    0.001    0.000    0.003    0.000 C:\Python38\lib\sre_parse.py:493(_parse)
  269/186    0.001    0.000    0.010    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:4422(_get_child_props)
      900    0.001    0.000    0.012    0.000 <__array_function__ internals>:177(sum)
      127    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:5254(__contains__)
      167    0.001    0.000    0.001    0.000 {built-in method FreeCAD.ParamGet}
     3300    0.001    0.000    0.020    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\optional_imports.py:15(get_module)
      514    0.001    0.000    0.004    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\numeric.py:290(full)
     1136    0.001    0.000    0.109    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
     1472    0.001    0.000    0.001    0.000 {built-in method numpy.seterrobj}
      730    0.001    0.000    0.003    0.000 C:\Python38\lib\warnings.py:165(simplefilter)
     2378    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:867(__exit__)
      138    0.001    0.000    0.043    0.000 C:\Python38\lib\threading.py:270(wait)
        9    0.001    0.000    0.005    0.001 C:\Python38\lib\json\encoder.py:204(iterencode)
     1818    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
     1548    0.001    0.000    0.006    0.000 C:\Python38\lib\re.py:188(match)
      434    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\_set_output.py:65(_get_output_config)
      138    0.001    0.000   16.263    0.118 C:\Python38\lib\threading.py:979(join)
      400    0.001    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\individual.py:305(constr_to_cv)
       29    0.001    0.000    0.015    0.001 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\crossover.py:20(do)
 1341/657    0.001    0.000    0.007    0.000 {built-in method builtins.all}
      775    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
      788    0.001    0.000    0.291    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
      158    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\lib\shape_base.py:1191(tile)
       46    0.001    0.000    0.001    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femobjects\base_fempythonobject.py:38(__init__)
       23    0.001    0.000    0.012    0.001 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femtools\ccxtools.py:849(load_results_ccxdat)
      170    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
       95    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\lib\stride_tricks.py:340(_broadcast_to)
      225    0.001    0.000    0.005    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\algorithms.py:117(_ensure_data)
      170    0.001    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
       23    0.001    0.000    0.003    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\writerbase.py:40(__init__)
     3300    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      775    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
       23    0.001    0.000    0.003    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femtools\ccxtools.py:179(find_analysis)
        1    0.001    0.001    0.001    0.001 {method 'uniform' of 'numpy.random._generator.Generator' objects}
      736    0.001    0.000    0.004    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
      170    0.001    0.000    0.010    0.000 <frozen zipimport>:63(__init__)
     8465    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      741    0.001    0.000    0.001    0.000 C:\Python38\lib\warnings.py:477(__exit__)
       23    0.001    0.000    0.005    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femsolver\calculix\writer.py:107(__init__)
      207    0.001    0.000    0.001    0.000 C:\Python38\lib\contextlib.py:429(callback)
      200    0.001    0.000    0.004    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\individual.py:278(calc_cv)
       20    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\algorithms\moo\nsga3.py:299(get_extreme_points_c)
       58    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\operators\repair\bounds_repair.py:31(repair_clamp)
     2241    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\_array_api.py:63(__getattr__)
      736    0.001    0.000    0.005    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
     2833    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     2378    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
       64    0.001    0.000    0.002    0.000 C:\Python38\lib\inspect.py:2124(_signature_from_function)
      234    0.001    0.000    0.001    0.000 {method 'random' of 'numpy.random.mtrand.RandomState' objects}
     1081    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\dtypes\common.py:1591(_is_dtype_type)
     1012    0.001    0.000    0.026    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femtools\membertools.py:89(get_several_member)
  512/461    0.001    0.000    0.093    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       46    0.001    0.000    0.001    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femmesh\meshsetsgetter.py:40(__init__)
      272    0.001    0.000    0.009    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\frame.py:3703(_ixs)
      138    0.001    0.000    0.052    0.000 C:\Python38\lib\threading.py:834(start)
      633    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\pipeline.py:249(_iter)
      449    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\algorithms.py:197(_reconstruct_data)
     2460    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\autograd\tracer.py:124(<lambda>)
       23    0.001    0.000    1.904    0.083 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femtools\ccxtools.py:376(write_inp_file)
       85    0.001    0.000    0.441    0.005 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\basevalidators.py:2556(validate_coerce)
     1316    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
      609    0.001    0.000    0.002    0.000 <__array_function__ internals>:177(copyto)
      645    0.001    0.000    0.003    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\base.py:329(_check_n_features)
       46    0.001    0.000    0.001    0.000 {method 'get' of 'Spreadsheet.Sheet' objects}
       58    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\basevalidators.py:424(__init__)
      277    0.001    0.000    0.009    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\frame.py:4274(_get_item_cache)
      253    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\_dtype.py:344(_name_get)
      670    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       69    0.001    0.000    0.004    0.000 C:\Python38\lib\subprocess.py:1134(_get_handles)
      741    0.001    0.000    0.001    0.000 C:\Python38\lib\warnings.py:437(__init__)
     1800    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\autograd\numpy\numpy_wrapper.py:71(_array_from_scalar_or_array)
       69    0.001    0.000    0.001    0.000 C:\Engineering Programs\FreeCAD 0.20\Mod\Fem\femmesh\meshsetsgetter.py:1069(print_obj_info)
    57/41    0.001    0.000    0.005    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:430(__new__)
       23    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     2330    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.001    0.001    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\reference_direction.py:236(<listcomp>)
     1084    0.001    0.000    0.001    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\utils.py:401(_rev)
  253/102    0.001    0.000    0.002    0.000 c:\Virtual_Environments\theeng\lib\site-packages\_plotly_utils\basevalidators.py:29(to_scalar_or_list)
